username,tweet,hashtags
JohnChungEnLiu,"🧵Hello world, I want to share with you the digital preservation of Taiwan's remaining Lennon Walls of #HongKongDemocracyProtest. There are two sizeable walls still exist: Taichung Kuang San SOGO and NCCU. You can now take a virtual walk in them and see the street views. 1/n",['HongKongDemocracyProtest']
meikuanxi,daily i love naoto so much tweet.,
yillie1101,"It's really annoying that so much of 狗屁倒灶的事情 just because of a small thing... but, I am glad you let us know your feeling and thought, it's better than hide them in your heart and consume yourself.

Cheer up baby, you are doing so good already.",
JimiWen,"Capital, tangible or intangible, tangible is called money, intangible and talented is power. Talent externalised with materials, and shines. Beauty only really exists at the intersection of all three, a power, but also a right for everyone. What shines has its value.",
Yu47955279,running nose 😷😷🤧🤧,
ke_bridget,I don’t want to walk in the pouring rain for my lunch. So I ate a bowl of instant noodles.🤪,
ZakLee,Coupang - Thank you!,
AlistairHud,"Watched Primer, finally. What a movie. Reckon I understood around 65% of it, if I’m being generous. Can’t stop thinking about it - and how they made it for $7,000. Unreal.",
Presentsti,"I wasn't too sentimental when Sana graduated, but I had a #Nightmare last night.
I saw Ina being graduated in my dream. That breaks my haato/ Lying on the bed, I finally realized how important Ina's pun mattress to me.
#hololive","['Nightmare', 'hololive']"
ray_wang1999,Cross-strati tension is increasingly mounting.,
chiv_santos0000,"Change the world by your example 
not by your opinion - Paul Coelho",
BanGaoRen,"*looks out of my office window, begins writing my foreign dispatch for the newspapers ... 

""With the impending arrival of Nancy Pelosi, an ominous dark cloud hovers above Taipei, threatening a deluge. Do the Taiwanese have an umbrella large enough to protect them from  ...""",
SpanishMatlock,We will find a compromise between the left wing view that every office should be equipped with gender neutral glory holes and the right wing view that all male children should be forced into chastity cages. #ForwardParty,['ForwardParty']
tmj_twn_jobs,"Want to land a job like ""Senior Analyst, Market Delivery (Technical Operation)"" at Mastercard? Applicant tracking systems look for specific keywords. Use the right keywords and get your resume in front of the hiring manager. #ProductMgmt",['ProductMgmt']
SpanishMatlock,"I'm being told that it is ""good"" and ""cool"" that America can just kill people whenever it wants.",
agustofwind1997,"#editbutton Twitter is better designed than instagram, facebook and sina weibo! But Twitter's only downside is that it doesn't have an edit button. But Twitter is now testing the function of the edit button. Now Twitter Blue users can use the edit button.",['editbutton']
chriswill1111,"No need to threat anything,we’re already live in the fear and worst tyranny for a long time",
jerryasleep,"Kinda surprised how negative the reaction for Bullet Train is,it got plenty of issues with its humor,outdated stereotypes,bad plotting but maybe I have low expectations I thought as a all star flick of action&amp;banter it’s fine,low grade smoking aces is still better than Gray Man",
yanniebela,"Forda Linis na nman tayo!!!

Copy and paste.  Let's clean the searches for Alx and KD. 

Manually search for:
alexa ilacad slay
alexa ilacad run to me
alexa ilacad estrada
alexa ilacad beautiful

kd estrada flex
kd estrada alexa ilacad
kd estrada handsome
kd estrada green flag",
chenjunmin,It seems like Pelosi will really visit Taipei. Songshan airport and around  Hyatt status is up.,
royngerng,"We shouldn't be asking Taiwan to tone down for fear of 'angering' China. Taiwan is the victim here. 

It is normal for countries to have exchanges. What is not normal is for China to threaten Taiwan. 

China is the aggressor here. Victim-blaming only emboldens the aggressor.",
sheila_may07,"Copy and paste.  let's clean the searches for alx and kd. 

Manually search for:
alexa ilacad slay
alexa ilacad run to me
alexa ilacad estrada
alexa ilacad beautiful

kd estrada flex
kd estrada alexa ilacad
kd estrada handsome
kd estrada green flag",
WilliamYang120,Update: Source suggests that @Pelosi's flight will arrive in #Taiwan tonight after 10 pm and she is expected to meet Taiwan President @iingwen tomorrow morning and then visit Taiwan's parliament afterwards. Information is aligned with most of the other available information.,['Taiwan']
apoleeeet,"Finding a vibe like me is impossible, I assure you that ! 🥴",
TsoNatalie,So #Taiwan’s foreign ministry @MOFA_Taiwan just said “No comment” to a visit by @SpeakerPelosi,['Taiwan']
mitsui_9802,"Fine, I'll do it myself !!",
ncytpe,"if I die this week because of war, I

clearly don't want to think about this but god damn am I scared",
IAKONOHA,What the hell Mumei😆,
tingtingliuTVBS,"PRC has just banned the import of more than 100 Taiwanese food products, including very popular brands of titbits and biscuits. A move believed to be targeted in response to PRC’s condemnation of Pelosi’s potential visit to Taiwan.",
JihoTiun,"The argument ‘not a fan of (China’s) authoritarianism but it works for them’ sounds a lot like ‘they don’t deserve what we have’.

Am I riding in the back of the bus now? What’s going on?",
ArghZero,fuzzy search + command palette is the only interface i want,
ArghZero,vs code command palette for your whole computer,
jackiecheng423,"As a kid growing up with Marvel Comics, I am more than happy to see MCU prosper. But if they can 
1. Make Spider-Man 4
2. Make TASM 3
3. Restore the Snyderverse,
that would make me even happier.",
perocherejape,Not my cup of tea,
lplacebobomb,Good morning :),
tculpan,"When I settled in Taiwan, 23 years ago this week, I made a simple observation that remains true today:

Taiwan won’t cause a war between China and the US, but it may become an excuse for one",
kellyvhong,hapy birthday ma🥳,
BekiusMariana,"I’m in the early stages of writing Book 3, and I’m remembering that the hardest thing about trying to write a good book is that you have to write it badly first.",
AnoSparrow,Being grateful for everything that has happened in life.,
jackypan1989,"A fun fact for startups growth:

Use cold emails or DMs.

Don't use any Ad tools for startups.",
miamonique__,I need a real foot massage.,
ArghZero,is there any way to insert a line break in your bio that shows on mobile?,
honey_diu,how much do your grudges weigh?,
opacity000,"sad bc song mix was sounding bad -&gt; reminded not to overanalyze skills, rather, focus on creativity -&gt; put on earbuds -&gt; immediately figured out why the mix sounded so bad",
WVChristina2016,"Wordle 409 X/6

⬛🟨⬛⬛⬛
🟨🟩⬛⬛⬛
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩",
peachu1207,hellosu,
4tDOkDjzvxWQlj3,What is freedom for you?,
scientist_ko,Three hits game for Alek Thomas！Good start in August！,
newlove117,"How dangerous it is to turn away from the truth. Merciful Lord, please have mercy on us and help us to start anew !",
newlove117,"The laws of the Kingdom Of Heaven; For the Christian's spiritual life, if
not moving forward, you are falling behind and will far from the protection of God, and  cannot hearing the cry of the Holy Spirit, the human heart becomes hardened, eventually leads to fall into apostasy.",
giantbbylion,mau giveaway ah,
miamonique__,Damn.. I was kinda done watching P Valley. But I need to know what’s going on. Lol,
splashsunday,What's on your map today?,
trickytaipei,Dunno why but I feel like a well-meaning Taiwanese diaspora writer is going to pitch a children’s picture book about cross-strait relations.,
EmpressHuang64,Nini friends,
sueannshiah,Lol something on Twitter just reminded me to respond to some emails. Including one where someone wanted to interview me about my thoughts on “cross strait relationships”,
leonardohuang24,"The goal is not to finish a painting, the goal is to become an artist.",
smileitsmeg,maybe one day 🫡,
scientist_ko,Jake McCarthy BB+SB! NICE!,
WananChiang,Speaker Pelosi’s visit to Taiwan reflects the solid US-ROC relationship that is built upon decades of continuous cooperation. Taiwan will always be a strong partner to foster democratic alliance with US in Asia.,
Cheng_yi_Huang,"Many have argued that Pelosi's visit is not good for Taiwan. 

Well, could you just let us, the Taiwanese people, decide what is good for ourselves? Most ppl here do not think it's a bad thing, even the pro-China camp (b/c of the coming election, they don't want to lose votes)",
flyingheavy747,SPAR19 with transponder ON 👀,
smileitsmeg,you’re worth everything 💙 and more,
WilliamYang120,"Since last night, all my tweets that have mentioned Pelosi's visit to #Taiwan have immediately seen unnamed Twitter accounts posting either videos or articles claiming how #China's military is prepared to attack #Taiwan or the visit will pave the way for reunification by force.","['Taiwan', 'China', 'Taiwan']"
ravixsn,"good morning guys~
hope you had a lovely start to the week (especially with all of that isac business yesterday 🤭) and have a lot of energy to get you through!
fighting today as well~~ 🫶🏻",
Sophie00024,birthday month ✨,
Sophie00024,happy national girlfriend day 🤗💙,
TheRealEricHu,"Feature's I'm really looking forward to use in #unity3d , please @unitygames  don't cancel it 😂:
 - URP Forward+ renderer
(tested in 2022.2, looks good)
 - Major performance update of Bolt (relfection -&gt; CodeGen)
 - BuiltIn RP Shadergraph 
(available in 2022 have not try it yet)",['unity3d']
MingYuYang0619,"Back to @BearNotesApp after using tons of note taking app like notion, obsidian,and logseq.

Beautiful UI, tag management system, and native app experience are the reasons that have me back.

Looking forward to web version app, so I can extend the experience to Win laptop.",
kvnbsst,"One of the side effects of #nocode is that makers build stuff without really understanding the web.

It's great until they have a problem that requires a good grasp of the inner workings of the browser.

And they get stuck because they don't even know what to Google...

👇",['nocode']
JustcallmemkO,Hewwo,
tdadzky,I have so many problems and yet here I am watching netflix. Oh God😭,
lsoda_c,Assistant Engineer 10th Anniversary,
jerryasleep,The Daniels should make a grim and miserable dark thriller next to rebalance the scale,
TommyMCBE,Taiwan now is forced to be involved in a biggest military tension over the last 2 decades...,
Nie_C1020,"By the spread speed of awful recipes, I am afraid that people will lost their sense of taste...
Maybe I worry too much... It's dangerous.

Though it might be interesting while cooking, but are you sure you will actually eat it??
I just searched awful recipes on Google, that's it.",
astrogateinc,"Have you ever wondered how #Astrogate got its name? Though the name sounds like an aerospace company, we actually focus on wireless presentation and #collaboration solutions in #workplaces and #classrooms. The name of Astrogate consists of “Astro” and “Gate”.","['Astrogate', 'collaboration', 'workplaces', 'classrooms']"
sueannshiah,"Got to love having friends who start off their consolation to you with the preface, ""Well from what i've read about ethical non-monogamy....""",
d546po,JUSTICEALPHAMERS上,
honey_diu,mac miller in the morning &gt;&gt;&gt;,
chiv_santos0000,"Rainy Tuesday🇹🇼
Lets engage in positivity rather than negativity and non sense opinion.Always remember we have a certain goal for our own family and our fanmily.🤗🤗🫰💙",
yu_shan_____,"I really want to cry now.
too slow.......
Knight ASMR..... 😭😭😭😭😭😭😭
#VoxPopuLIVE #voxasmr","['VoxPopuLIVE', 'voxasmr']"
